Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,sentiment
581,Coffee King Cafe & Restaurant,4.3,"Cafe, Beverages, Desserts, Italian, Finger Food, Fast Food",800,surat,please suggest restaurant improve quality degraded way used also pasta good one ate,positive
582,Koselig,,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,serve really good coffee loved cottage cheese sandwich cold coffee need work washroom hygiene,neutral
583,Koselig,,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,one best coffee town deliver amazing coffee anywhere surat,neutral
584,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,great wonderful food coffee go taste,neutral
585,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,great place cold brew refreshing reasonably highly recommend cafe order coffee,neutral
586,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,got influenced crunchy coffee taste nice quantity amount coffee sufficient,neutral
587,The Waves Cafe,,"Cafe, Desserts",550,surat,tasty,neutral
588,The Waves Cafe,,"Cafe, Desserts",550,surat,awesome coffee,neutral
589,The Waves Cafe,,"Cafe, Desserts",550,surat,testy awsm,neutral
590,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,flavour biscoff,neutral
591,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,shake spilled completely best zomato refund,neutral
592,Richie Rich - On Wheels,3.3,"North Indian, Chinese, Fast Food, Cafe, Coffee, Juices, Beverages","1,000",surat,extra pavs given,neutral
593,The Chocolate Room,3.9,"Cafe, Italian, Chinese, Mexican, Fast Food, Waffle, Desserts, Beverages",850,surat,cheesecake received taste bad like edible oil,neutral
594,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,must visit place quality food great service,positive
595,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,definitelu say way better dominoes love different varieties tasty sub sandwich pasta exclusiveness kasam ek vaar toh javu joye dominoes karta sara che love,positive
596,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,rate bahuti jyada badha diya ab bandh krneki nobat aayegi price pe dhayn everyday discount scheme ki jarrurat nahi padegi varna bada pachhtaoge,positive
597,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,coffee worst literally ccd expected like ths hellish,neutral
598,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,good,neutral
599,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,ice coffee pathetic coffee sweet bad would life refund,neutral
600,Moonstruck Coffee,3.7,"Cafe, Coffee, Beverages, Pasta, Fast Food, Desserts",800,surat,mark,neutral
601,Koffee King,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Ice Cream, Desserts",500,indore,cold coffee,positive
602,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,ordered dry manchurian n sent gravy,positive
603,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,spoon eat,positive
604,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,staff know hired kids giggle good,positive
605,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,absolutely disappointed place used consider best pizza place came almost years eat pizza tasted horrible cheese topping place visit,positive
606,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,best place pizzas indore new york style neapolitan mastered love staff gbc accommodating prasun understands serving fav dessert time blueberry cheese cake belgium cake,positive
607,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,fan new york style pizzas love toppings perfectly baked always staff extremely warm serve timely,positive
608,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,like ambience pizza also good different experience must visit play area kids,positive
609,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,taste bitter highly priced worth money,positive
610,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,quantity way less,positive
611,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,whole food spoiled nothing left,neutral
612,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,bad delivery,neutral
613,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,true taste coffee along great italian treat loved chinese well showstopper deserts fallen love,neutral
614,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,felt like vomiting much sugar,neutral
615,Cafe De Casa,,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,really good ambience interiors deserves attention audience getting best,neutral
616,Cafe De Casa,,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,personally loved chhole bhatite kiwi mojito place good ambience must try vijaynagar,neutral
617,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,less quantity exorbitant prices,positive
618,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,top box came broken ok,positive
619,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,stuffing masala less size also small also quality good please refund amount asap,positive
620,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,toppings received straw received coffee spilled,positive
621,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,see pizza tasted like baked tomatoes good toppings overall taste good would prefer pizzas could got larger pizza well known brands like domino,positive
622,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,bad taste completely cool thin crust,positive
623,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,lovely,neutral
624,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,paid fruit wow ya,neutral
625,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,milkshake horrible,neutral
626,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,poor place poor staff untrained extremely rude food quality low worth going long wayeven owner extremely rude,neutral
627,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,please block restaurant form zomato cheaterstaste use use low quality ingredients,neutral
628,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,worst experince,neutral
629,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,taste good happening second time expected wan na puff poor packing,neutral
630,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,amazing place ride experience food served delicious properly cooked ordered bombay kaccha could impress people love raw bread mexican tacos good taste tasty filling patty inside latte nicely place different vibe view city top,neutral
631,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,superb test,positive
632,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,itna kharab test ka khana maine kabhi nhi khayamain kabhi bhi online food nhi magauingi bad food,positive
633,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,worst pasta ever simply used malai kofta gravy,positive
634,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,costly according quality,positive
635,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,amazingg,positive
636,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,thin base good like size good bcos thin base less portion,neutral
637,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,best town,neutral
638,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,cozy restaurant left best impressions hospitable hosts delicious dishes beautiful presentation,neutral
639,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,poor food like food cooked hours sbzi smelled bad,neutral
640,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,worst nutella sandwich ever smells like cardboard,neutral
641,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,pizza ordered inches title said,neutral
642,CBI - Coffee Bureau Of Indore,3.8,"Cafe, Sandwich, Burger, Mexican, Fast Food, Ice Cream, Shake, Beverages",600,indore,cheese chigar roll lot potato stuff,neutral
643,Cafe El Carpediem,3.7,"Cafe, Chinese, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,indore,serve delicious food best place hangout family friends loved music happy vibes great service yummy meals served whole respect happiness,neutral
644,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,bad taste u know ek delivery itna time dusra itna ganda taste ratings dena hota h minimum wise star layak taste bhi nhi h,neutral
645,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,ye cold coffe hai dont like n apne kya banaya hai ye,neutral
646,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,per cost portion size small,neutral
647,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,cold food,neutral
648,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,best iced americano town mile shakes baked goods also tasty tend order since sugar prefer delivery takeaway since mcdonald terrible spot sit drink coffee,neutral
649,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,everytime visit mccafe order mc flurry oreo good everytime one negative point accept cards big sitting area good place,neutral
650,Crazy Coffee,3.8,"Cafe, Coffee, Pizza, Sandwich, Street Food, Wraps, Desserts, Beverages",300,indore,awesome,neutral
651,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,chicken fresh smelling bad also taste pathetic,neutral
652,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,reduced portion size happen days full box went half directly price,neutral
653,Amelie's,4.0,"Cafe, Coffee","1,100",chennai,less quantity high price,positive
654,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,packaging strong,neutral
655,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,nice cozy spot turf however interior next aavin factory coffee simply amazing worth visit,neutral
656,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,place really small much expectations great downside service took really long time washrooms ordered corn cheese nuggets amazing tempted keep ordering side excellent peri french fries also tasted really good sphagetti arabiatta portion less great quality hazelnut milkshake goodpotato wedges could better waffle excellent waffle loved overall good experience would highly recommend,neutral
657,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,excellent food visited cafe great sports cafe good ambiance really good quality food food portion big enough,neutral
658,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,terrible one ice cream tasted like spoiled milk refused cancel ice creams average u find ordinary restaurant extremely overpriced rs small scoop serve disposable cup n wodden spoon ac work restaurant,positive
659,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,mini scoop ice cream afford give try decent icecream definitely expensive worth atleast ambience better price,positive
660,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,first things frst forgot phone left shop ice cream raju vadivelu kind enough keep safe really appreciate integrity forget ice creams top notch heart felt gratitude raju vadivelu,positive
661,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,visited place two weeks back kids ice creams burnt hole wallet single scoops mind could spent amount month ice cream parlour much fine diningthere nothing special place unless money growing trees want burn away,positive
662,The Summer House Eatery,4.2,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",950,chennai,received chicken pasta instead veg pasta ordered paid extra request restaurant refund take instagram report pure vegetarian unethical unacceptable,positive
663,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,waiter know dishes could explain dish served something else food decent ambience good,positive
664,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,skeptic first saw restaurant blew mind service food would recommend,positive
665,Seeds Lifestyle,4.4,"Cafe, Salad, Healthy Food, Fast Food, Middle Eastern, Wraps, Beverages",750,chennai,ambience beautiful located residential area cosy good however food portions little prices charge hot chocolate great card payment staff inform beforehand gpay cash ambience good nothing much,positive
666,Double Roti,4.2,"Cafe, Coffee, Continental, Mexican, Salad, Healthy Food, Fast Food, Beverages",950,chennai,tastey quite expensive less option chicken,positive
667,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,expensive overrated ordered tuna sandwich cheese poppers neither worth look size quantity cheese poppers repeatedly ask water nobody cared otherwise ridiculous,positive
668,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,extremely horrible service waiter rude actually snatched plate away table total disappointment,positive
669,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,sad see chamiers cafe cozy place great food ambience lost charm recent years food ridiculously overpriced underwhelming food perhaps biggest problem must overcome pathetic service staff slow also disrespectful rude much may feel like eating free lucky may receive service one friendly staff less number course dozen times recent past hoping find least one good thing return recommend place anymore reason read,positive
670,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,ridiculously poor service asked take order refused twice kept us waiting decided walk one approached us even despite tables occupied,positive
671,Sandy's Chocolate Laboratory,4.3,"Cafe, Shake, Beverages, Sandwich, Continental, Italian, Desserts","1,700",chennai,banana syrup pancake rotten smelly,positive
672,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,time ordered board room quality food worst cottage cheese balls onion rings taste cold coffee worst ice water,positive
673,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,pizza looking like papadam test poor quality good worst experience restaurant zomato,positive
674,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,restaurant part gaming room food good prompt service since food ordered playing games ambience noisy many people enthusiastically playing games,positive
675,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,review something going close heart looking places host pet first bday friend suggested scooby cafe since compact place outdoor seating lot discussions cafe owner sharmila reserved place skeptical food since gone reviews commit welcome drink complimentary glad worked budget sharmila accommodative requests damn sweet day came surprised cute decors friends family lovely time since hungry ended ordering food trust read,neutral
676,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,horrible pricy worth money please look ordered cupcakes sandwiches extremely bad,neutral
677,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,one goli soda bottle opened entire juice spilled cover,neutral
678,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,ordered latte coffee received filter coffee,neutral
679,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,undercooked food,positive
680,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,yup worth inr unbelievable less quantity price would think would least fill two small portions rice food good quantity sad,positive
681,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,even lit hot,positive
682,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,fall ill eating burger pizza,positive
683,Beachville Coffee Roasters,3.9,"Cafe, Fast Food, Beverages, Desserts",700,chennai,one cookie crumbled,neutral
684,Barrocco,3.8,"Cafe, Desserts, Asian, Beverages",600,chennai,ordered lychee flavoured boba milk tea lychee essence lime punch,neutral
685,Cafe CakeBee,4.5,"Cafe, Italian, Bakery, Desserts, Beverages, Shake",800,chennai,need parking space valet,positive
686,Atte - Glocal Cafe,4.2,"Cafe, Fast Food, Street Food, Beverages",700,chennai,alsa bread omlet local bread omlet,positive
687,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,super,neutral
688,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,taste good,neutral
689,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,worth money waste money,neutral
690,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,worst garlic bread life,neutral
691,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,garlic bread one worst four slices bread dunk oil garlic pieces roasted one side pathetic could one bite oil pasta okeyish veggies literally searc veggies would say avoid place rated pastries place yummy tried italian worst experience,neutral
692,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,beef tough needed really chew sea food pasta smelly much better food served tryst cafe home delivered stuff,neutral
693,League of Breaks Cafe,4.0,"Cafe, Fast Food, Shake",650,chennai,invited place birthday treat service good ambience dishes worth cost would suggest order fish chips properly cooked hand chicken starters awesome taste provide enough quantity value money overall nice place,positive
694,League of Breaks Cafe,4.0,"Cafe, Fast Food, Shake",650,chennai,food tastes bad,positive
695,League of Breaks Cafe,4.0,"Cafe, Fast Food, Shake",650,chennai,bubble tea amazing watermelon litchi flavour however please avoid place pasta craving hungrythey took minutes deliver pasta due would never visit place,positive
696,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,quiet little tables place basement building revoke gym located alwarpet think art café fuel juice pasta joint though different quality good items prepared spot served hot good tasting items ordered waffle pizza panneer pasta cutlet sizzler rice tasted like someone put thought sizzler gravy rice outstanding service could improvement waiter bit surly may understand hindi looked like replacement next shift read,neutral
697,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,great ambience stand show going food okay fan service etc great probably wo visit,neutral
698,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,quality size miniscule pizza price rs exorbitant,neutral
699,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,impressed excellent quality food neat simple elegant sandwich long,neutral
700,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,spoilt mushroom puff response zomato restaurant pathetic,neutral
701,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,great experience express cafe ordered chicken tikka bhel puri chicken biryani dishes equally delicious highly recommended thank much sourav come back soon,neutral
702,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,ordered bhel puri tandoori chicken pizza murg malai tikka foods delicious specially chicken pieces tender juicy thanks express cafe team,neutral
703,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,love taste best hotel town taste like enjoy taste food,neutral
704,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,say best north indian restaurant thoraipakkam area lovely food quick delivery thanks express cafe team zomato,neutral
705,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,ordered online came expected quenched thirst perfect food ever,neutral
706,Cafe Blanca,3.0,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,ordered ganache belgium jar good tbh chocolate lover like wait try others cookies good,neutral
707,Cafe Blanca,3.0,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,chicken club sandwich amazing grilled good juicy jars world ordered butterscotch nougat lotus biscoff jar still could stop craving must try,neutral
708,Cafe Blanca,3.0,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,place looks amazing service took good care us till end walnut browne warm fluffy crunchy outside gooey inside chef fine job cappuccino creamy strong strawberry milkshake like,neutral
709,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,go go serious everything touch show big red flag menu card look dish leave alone taste cafe coffee italian cafe clue pasta looks tastes v disappointing ample space exteriors invested pathetic inside,neutral
710,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,nothing major write ordered birthday cake bakery cake guy slightly arrogant preferred communication language offered talk arabic seem worked middle east countries cake good though slightly costlier bakeries around mogappair okay lost one star due attitude ambiance clean humble polite serving customers able manage life,neutral
711,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,check images attached served hot piping soup melamine ware carcinogenic melamine bowl glue pricetag left right inside place leaving hot like hell esperanso could better took small details seriously women team keen helpful enough made bad atmosphere every responsible give right meal thanks women made meal enjoyable everything else falling apart,neutral
712,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,went bakery ground floor get light snacks one unfortunately donuts dry brick pointed guy apologetic instead telling us people like way mean good luck niche customers,neutral
713,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,kitchen run three women wonderful job efficient pleasant nice dine place welcoming beautiful women beaming positivity,neutral
714,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,love packaging taste presentation desserts u guys nailed recommend adoniya every person great sweet tooth keep growing,neutral
715,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,best dessert hangout anna nagar loved compact ambience desserts service soopper friendly overall ordered nutella cup cake extra chocolaty fudgee worth visit u want order,neutral
716,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,much sugar picture shown varies actual product got,neutral
717,Antari By Soul Garden Bistro,,"Cafe, Beverages, Desserts, Bakery",600,chennai,worst service waste money go restaurant food average none items menu available,neutral
718,The Chocolate Room,4.2,"Cafe, Shake, Beverages, Salad, Fast Food, Italian, Mexican, Desserts","1,000",chandigarh,really liked ambiance place sizzler good although shake average spent around shake really worth overall experience good ambiance well done price quality food needs definite improvement,positive
719,Brooklyn Central,4.3,"Cafe, Shake, Beverages, American, Continental, Pizza, Burger, Bar Food","1,600",chandigarh,aglio olio spaghetti good tasted black pepper,positive
720,Los Amigo's Cafe,4.0,"Cafe, Italian, Fast Food, Pizza, Sandwich, Burger, Desserts, Beverages",950,chandigarh,item missings garlic breads order careless resturant food order packing,positive
721,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,supposed supposed gift someone worthy,positive
722,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,wonderful food good quality uniquely tasteful cuisine,positive
723,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,quality food never seizes amaze breads place favourite best city,positive
724,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,best pizza life veggie farm good,positive
725,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,club sandwich good food,positive
726,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,nice food,positive
727,IL Forno Magico,4.0,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,quality quality reduced,positive
728,IL Forno Magico,4.0,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,bit soggy crispy,positive
729,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,cappuccino tasted really bad burnt cappuccino like tasteless brown water,neutral
730,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,coffee place coffee definitely falls short almost made terms food mezze platter perfect want something healthy light grilled chicken aglio olio spaghetti need something fill vietnamese style coffee something could enjoy,neutral
731,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,uncooked fries,neutral
732,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,one best sandwiches,neutral
733,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,receive guacamole hummus,neutral
734,Big Jerks,4.0,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,dry paste sauce pink sauce pasta,positive
735,Big Jerks,4.0,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,awesome food nutella waffle awesome,positive
736,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,big bro non veg salad fantastic menu usually order online today went dining staff extremely polite friendly must visit,positive
737,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,taste awesome,positive
738,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,nutella croissant got upset eating,positive
739,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,would like refund coffee left drink,positive
740,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,food delicious quantity quiet good service quick,neutral
741,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,tcb lovely food owner super eaten many times also ordered delivery food comes nicely packaged deliveries lovely coffee well,neutral
742,Brookies,,"Desserts, Cafe, Coffee, Tea, Shake, Beverages",400,chandigarh,amazing,neutral
